Area name,Aged 4 years and under,Aged 5 to 9 years,Aged 10 to 14 years,Aged 15 to 19 years,Aged 20 to 24 years,Aged 25 to 29 years,Aged 30 to 34 years,Aged 35 to 39 years,Aged 40 to 44 years,Aged 45 to 49 years,Aged 50 to 54 years,Aged 55 to 59 years,Aged 60 to 64 years,Aged 65 to 69 years,Aged 70 to 74 years,Aged 75 to 79 years,Aged 80 to 84 years,Aged 85 years and over,Aged 90 years and over,Con,Lab,LibDem,Green,Other,Vacant,Majority
Stockport,0.056309362,0.061397558,0.060719132,0.050203528,0.045454545,0.057666214,0.068181818,0.069199457,0.06614654,0.065128901,0.069877883,0.06953867,0.060040706,0.051899593,0.053256445,0.039009498,0.02917232,0.01797829,0.028154681,0.079365079,0.349206349,0.428571429,0.031746032,0.111111111,0,NOC
Stockton-on-Tees,0.054425229,0.063072228,0.06612411,0.053916582,0.049338759,0.060528993,0.066632757,0.066632757,0.06103764,0.062054934,0.070701933,0.07121058,0.064598169,0.054933876,0.052390641,0.035096643,0.024923703,0.014750763,0.022380468,0.285714286,0.428571429,0.017857143,0,0.267857143,0,NOC
Stoke-on-Trent,0.060371517,0.065789474,0.06501548,0.058436533,0.065789474,0.066176471,0.073916409,0.068111455,0.05998452,0.060371517,0.065402477,0.063080495,0.055727554,0.047600619,0.046052632,0.033668731,0.023219814,0.013544892,0.020897833,0.5,0.272727273,0,0,0.227272727,0,NOC
Stratford-on-Avon,0.046028211,0.051224944,0.055679287,0.047512992,0.040089087,0.049740163,0.055679287,0.054936897,0.057164068,0.065330364,0.076466221,0.078693393,0.069042316,0.061618411,0.066815145,0.053452116,0.035634744,0.021529324,0.034149963,0.527777778,0,0.333333333,0.027777778,0.111111111,0,CON
Stroud,0.046242775,0.055326177,0.06028076,0.052023121,0.041288192,0.050371594,0.053674649,0.055326177,0.058629232,0.067712634,0.078447564,0.0776218,0.070189926,0.061106524,0.063583815,0.046242775,0.031379026,0.019818332,0.030553262,0.37254902,0.117647059,0.058823529,0.254901961,0.196078431,0,NOC
Suffolk,0.048928055,0.054978298,0.056556622,0.051295541,0.049717217,0.05800342,0.061554649,0.058134947,0.056951203,0.061554649,0.070630014,0.071682231,0.064316717,0.058661055,0.064316717,0.047744311,0.032618703,0.020123635,0.032224122,0.72,0.066666667,0.053333333,0.12,0.026666667,0.013333333,CON
Sunderland,0.050328228,0.05543399,0.058351568,0.053245806,0.055069292,0.061998541,0.065645514,0.062363239,0.057257476,0.061269147,0.071115974,0.07293946,0.06892779,0.058716265,0.056528082,0.037199125,0.028081692,0.016411379,0.024434719,0.213333333,0.56,0.186666667,0,0.04,0,LAB
Surrey,0.054525808,0.06159089,0.063585737,0.05801679,0.052780318,0.052281606,0.06042723,0.065746821,0.070401463,0.071980716,0.072562547,0.070068988,0.057268722,0.047128252,0.048541268,0.036987782,0.026597955,0.018202976,0.029507107,0.555555556,0.024691358,0.185185185,0.024691358,0.209876543,0,CON
Surrey Heath,0.049723757,0.058563536,0.064088398,0.054143646,0.04640884,0.054143646,0.059668508,0.064088398,0.067403315,0.072928177,0.077348066,0.074033149,0.059668508,0.048618785,0.050828729,0.039779006,0.027624309,0.019889503,0.029834254,0.485714286,0.028571429,0.257142857,0.057142857,0.171428571,0,NOC
Sutton,0.061068702,0.068225191,0.06870229,0.053912214,0.047232824,0.059637405,0.070133588,0.079198473,0.081583969,0.072996183,0.070133588,0.064885496,0.050572519,0.041030534,0.040076336,0.028148855,0.020515267,0.013835878,0.021946565,0.363636364,0.054545455,0.527272727,0,0.054545455,0,LD
Swale,0.058668425,0.061964403,0.063282795,0.054054054,0.052735662,0.061964403,0.069215557,0.065919578,0.061305208,0.061964403,0.069874753,0.070533949,0.058668425,0.050098879,0.05471325,0.038233355,0.02504944,0.013843111,0.021753461,0.29787234,0.191489362,0.085106383,0.042553191,0.361702128,0.021276596,NOC
Swindon,0.058269066,0.06512425,0.063410454,0.052699229,0.051413882,0.065552699,0.074550129,0.07412168,0.069837189,0.070265638,0.071979434,0.068551842,0.056126821,0.045415596,0.041988003,0.029991431,0.020994002,0.013281919,0.020565553,0.561403509,0.403508772,0,0,0.01754386,0.01754386,CON
Tameside,0.059281696,0.063608827,0.064474254,0.054089139,0.05149286,0.064474254,0.071830376,0.067935958,0.062310688,0.063608827,0.071830376,0.070532237,0.059714409,0.048896582,0.050194721,0.034617049,0.022933795,0.01254868,0.019039377,0.140350877,0.807017544,0,0.01754386,0.035087719,0,LAB
Tamworth,0.055979644,0.059796438,0.062340967,0.053435115,0.053435115,0.064885496,0.071246819,0.066157761,0.059796438,0.066157761,0.073791349,0.066157761,0.059796438,0.054707379,0.053435115,0.038167939,0.022900763,0.012722646,0.019083969,0.633333333,0.1,0,0,0.266666667,0,CON
Tandridge,0.056882821,0.060295791,0.064846416,0.054607509,0.044368601,0.046643914,0.055745165,0.06370876,0.064846416,0.068259386,0.075085324,0.073947668,0.062571104,0.052332196,0.054607509,0.040955631,0.029579067,0.019340159,0.03185438,0.238095238,0,0.238095238,0,0.476190476,0.047619048,NOC
Teignbridge,0.043768546,0.051186944,0.053412463,0.046735905,0.041543027,0.048219585,0.053412463,0.053412463,0.052670623,0.060089021,0.072700297,0.080118694,0.072700297,0.068991098,0.073442136,0.055637982,0.035608309,0.022997033,0.037091988,0.234042553,0,0.446808511,0,0.29787234,0.021276596,NOC
Telford and Wrekin,0.057112069,0.064116379,0.065193966,0.058728448,0.059267241,0.063577586,0.068426724,0.065193966,0.060344828,0.065193966,0.072737069,0.067887931,0.056034483,0.049568966,0.049030172,0.035021552,0.023168103,0.012931034,0.019396552,0.240740741,0.62962963,0.074074074,0,0.037037037,0.018518519,LAB
Tendring,0.045239703,0.050641458,0.052667117,0.046590142,0.045914922,0.0486158,0.051316678,0.046590142,0.046590142,0.054692775,0.068197164,0.074949359,0.0729237,0.069547603,0.081701553,0.062120189,0.042538825,0.025658339,0.040513167,0.4375,0.125,0.041666667,0,0.395833333,0,NOC
Test Valley,0.052873563,0.059770115,0.058237548,0.048275862,0.043678161,0.055938697,0.063601533,0.062835249,0.062835249,0.06743295,0.074329502,0.073563218,0.062835249,0.052873563,0.058237548,0.043678161,0.029118774,0.018390805,0.02835249,0.558139535,0,0.302325581,0,0.139534884,0,CON
Tewkesbury,0.055848261,0.061116965,0.057955743,0.047418335,0.043203372,0.054794521,0.065331928,0.063224447,0.061116965,0.062170706,0.070600632,0.072708114,0.062170706,0.056902002,0.059009484,0.045310854,0.031612223,0.017913593,0.028451001,0.605263158,0,0.184210526,0.026315789,0.184210526,0,CON
Thanet,0.051920341,0.056899004,0.059032717,0.051209104,0.047652916,0.054765292,0.060455192,0.059032717,0.057610242,0.060455192,0.06970128,0.071123755,0.06401138,0.060455192,0.066145092,0.048364154,0.03200569,0.018492176,0.029871977,0.446428571,0.267857143,0,0.107142857,0.178571429,0,NOC
Three Rivers,0.054371002,0.063965885,0.069296375,0.056503198,0.046908316,0.051172708,0.058635394,0.067164179,0.073560768,0.073560768,0.073560768,0.071428571,0.057569296,0.046908316,0.047974414,0.035181237,0.024520256,0.017057569,0.026652452,0.307692308,0.076923077,0.58974359,0.025641026,0,0,LD
Thurrock,0.069886364,0.072159091,0.070454545,0.059659091,0.053977273,0.067045455,0.080113636,0.078409091,0.071022727,0.066477273,0.067045455,0.061363636,0.047727273,0.038068182,0.038636364,0.025,0.017613636,0.010227273,0.016477273,0.591836735,0.285714286,0,0,0.12244898,0,CON
Tonbridge and Malling,0.058245083,0.06429652,0.06580938,0.056732224,0.04387292,0.053706505,0.061270802,0.062783661,0.06580938,0.071104387,0.074886536,0.071104387,0.058245083,0.047655068,0.051437216,0.038577912,0.027231467,0.016641452,0.025718608,0.685185185,0.018518519,0.166666667,0.055555556,0.055555556,0.018518519,CON
Torbay,0.04379038,0.052404882,0.053840632,0.048097631,0.044508256,0.050969131,0.054558507,0.052404882,0.051687006,0.058865757,0.073941134,0.076812635,0.071069634,0.066044508,0.071787509,0.054558507,0.03661163,0.023689878,0.03804738,0.361111111,0,0.333333333,0,0.277777778,0.027777778,NOC
Torridge,0.041116006,0.051395007,0.052863436,0.046989721,0.039647577,0.045521292,0.049926579,0.046989721,0.04845815,0.058737151,0.074889868,0.080763583,0.079295154,0.074889868,0.080763583,0.058737151,0.03671072,0.022026432,0.035242291,0.25,0.083333333,0.055555556,0.055555556,0.527777778,0.027777778,NOC
Tower Hamlets,0.061553335,0.057041573,0.056074766,0.059297454,0.103126007,0.143409604,0.13116339,0.096036094,0.072832743,0.056397035,0.044795359,0.034805027,0.027392846,0.019336126,0.013857557,0.009023526,0.007089913,0.004189494,0.006445375,0.022222222,0.422222222,0,0.022222222,0.533333333,0,IND
Trafford,0.057422373,0.068056146,0.06975755,0.056146321,0.044661846,0.053594215,0.063377286,0.073585708,0.074011059,0.070182901,0.070182901,0.067630795,0.05572097,0.045937899,0.045512548,0.033602722,0.025946406,0.016163335,0.025095704,0.206349206,0.619047619,0.079365079,0.063492063,0.015873016,0.015873016,LAB
Tunbridge Wells,0.053772767,0.061578491,0.070251518,0.056374675,0.041630529,0.052038161,0.058976583,0.063313096,0.06764961,0.073720729,0.078057242,0.070251518,0.05810928,0.047701648,0.051170859,0.039028621,0.026886383,0.018213356,0.029488291,0.270833333,0.145833333,0.3125,0,0.270833333,0,NOC
Uttlesford,0.054764513,0.062431544,0.064622125,0.054764513,0.04271632,0.048192771,0.056955093,0.062431544,0.065717415,0.069003286,0.077765608,0.074479737,0.064622125,0.052573932,0.054764513,0.040525739,0.026286966,0.017524644,0.028477547,0.153846154,0,0.128205128,0.076923077,0.641025641,0,IND
Vale of White Horse,0.056155508,0.060475162,0.061915047,0.052555796,0.045356371,0.060475162,0.068394528,0.068394528,0.065514759,0.066234701,0.069114471,0.069114471,0.059035277,0.050395968,0.052555796,0.039596832,0.027357811,0.017278618,0.028077754,0.157894737,0,0.789473684,0.026315789,0.026315789,0,LD
Wakefield,0.05689216,0.05943957,0.058873479,0.050665157,0.050948203,0.0670818,0.071610529,0.0670818,0.058590433,0.06453439,0.074440985,0.070761393,0.060854798,0.052080385,0.052363431,0.037362015,0.025191056,0.014435324,0.021511463,0.158730159,0.714285714,0.047619048,0,0.079365079,0,LAB
Walsall,0.06406195,0.068637804,0.068989792,0.060894051,0.057022175,0.063357973,0.068989792,0.06687786,0.06124604,0.060894051,0.067581837,0.063357973,0.054206265,0.045406547,0.043998592,0.034846885,0.026047166,0.015839493,0.023935234,0.616666667,0.333333333,0,0,0.05,0,CON
Waltham Forest,0.068247126,0.0625,0.059626437,0.054238506,0.056034483,0.080818966,0.10237069,0.097341954,0.082974138,0.069324713,0.065014368,0.055675287,0.043462644,0.031609195,0.025862069,0.018318966,0.014008621,0.007902299,0.012212644,0.216666667,0.766666667,0,0,0.016666667,0,LAB
Wandsworth,0.057099237,0.051603053,0.047938931,0.04,0.072671756,0.145648855,0.117557252,0.089465649,0.075114504,0.06351145,0.05740458,0.049465649,0.036946565,0.02778626,0.025343511,0.01740458,0.012824427,0.007633588,0.01221374,0.379310345,0.603448276,0,0,0.017241379,0,LAB
Warrington,0.050260787,0.058795638,0.060692271,0.052631579,0.049786629,0.059269796,0.065908013,0.067330488,0.064959697,0.067804647,0.076339497,0.075391181,0.060692271,0.050734945,0.050734945,0.038880986,0.027501185,0.014698909,0.022285443,0.172413793,0.586206897,0.137931034,0,0.086206897,0.017241379,LAB
Warwick,0.04983165,0.055218855,0.054545455,0.062626263,0.072727273,0.063973064,0.070707071,0.066666667,0.063973064,0.063973064,0.067340067,0.065319865,0.053872054,0.047811448,0.048484848,0.038383838,0.026936027,0.016835017,0.026936027,0.386363636,0.113636364,0.204545455,0.181818182,0.113636364,0,NOC
Warwickshire,0.0519437,0.056970509,0.057975871,0.053619303,0.053451743,0.060154155,0.067191689,0.064008043,0.061159517,0.064678284,0.072218499,0.070878016,0.060154155,0.0519437,0.054624665,0.043063003,0.028987936,0.017091153,0.026977212,0.736842105,0.105263158,0.087719298,0.052631579,0.01754386,0,CON
Watford,0.063538612,0.066471163,0.065493646,0.053763441,0.051808407,0.075268817,0.086021505,0.08797654,0.08113392,0.071358749,0.066471163,0.056695992,0.044965787,0.035190616,0.032258065,0.023460411,0.017595308,0.010752688,0.017595308,0,0.25,0.75,0,0,0,LD
Waverley,0.050702028,0.060842434,0.067082683,0.062402496,0.043681747,0.042121685,0.049921997,0.05850234,0.065522621,0.074882995,0.075663027,0.070982839,0.060062402,0.050702028,0.055382215,0.044461778,0.031201248,0.022620905,0.036661466,0.315789474,0.035087719,0.298245614,0.035087719,0.298245614,0.01754386,NOC
Wealden,0.044971893,0.053091818,0.056214866,0.050593379,0.041848844,0.046221112,0.04996877,0.04996877,0.052467208,0.062460962,0.075577764,0.079325422,0.071830106,0.0649594,0.071830106,0.055590256,0.036227358,0.022485946,0.036227358,0.622222222,0,0.133333333,0.088888889,0.155555556,0,CON
Welwyn Hatfield,0.055045872,0.06088407,0.059216013,0.067556297,0.088407006,0.065054212,0.068390325,0.069224354,0.066722269,0.062552127,0.064220183,0.063386155,0.052543786,0.040867389,0.039199333,0.029190992,0.022518766,0.015846539,0.025854879,0.541666667,0.208333333,0.25,0,0,0,CON
West Berkshire,0.051425031,0.060099133,0.065675341,0.05638166,0.045229244,0.053903346,0.059479554,0.062577447,0.065055762,0.071251549,0.078066914,0.073110285,0.061957869,0.052664188,0.053283767,0.039033457,0.026022305,0.015489467,0.024783147,0.558139535,0,0.372093023,0.069767442,0,0,CON
West Devon,0.038528897,0.047285464,0.054290718,0.050788091,0.036777583,0.042031524,0.045534151,0.049036778,0.049036778,0.059544658,0.07530648,0.085814361,0.078809107,0.071803853,0.078809107,0.057793345,0.038528897,0.022767075,0.036777583,0.548387097,0,0.032258065,0.064516129,0.35483871,0,CON
West Lancashire,0.044293015,0.051107325,0.055366269,0.075809199,0.068994889,0.050255537,0.055366269,0.053662692,0.051959114,0.060477002,0.072402044,0.075809199,0.064735945,0.057069847,0.060477002,0.045144804,0.031516184,0.017035775,0.026405451,0.37037037,0.462962963,0,0,0.166666667,0,NOC
